customerID,tenure,MonthlyCharges,Contract,Churn
6035-RIIOM,54,97.2,Two year,No
2929-QNSRW,56,98.25,One year,Yes
1262-OPMFY,9,75.75,Month-to-month,Yes
9504-DSHWM,20,59.2,Month-to-month,No
5035-BVCXS,11,75.9,Month-to-month,No
6267-DCFFZ,30,90.05,Month-to-month,No
3533-UVMOM,68,70.95,Two year,No
2439-LYPMQ,38,102.6,Month-to-month,No
4248-QPAVC,17,85.35,Month-to-month,Yes
1899-VXWXM,48,106.1,One year,Yes
1478-VPOAD,1,43.8,Month-to-month,No
9995-HOTOH,63,59.0,Two year,No
2988-PLAHS,3,69.95,One year,No
1371-OJCEK,48,24.35,One year,No
4999-IEZLT,66,29.45,One year,No
8883-ANODQ,68,84.4,Two year,No
4690-LLKUA,17,45.05,Month-to-month,Yes
2351-RRBUE,7,20.65,One year,No
5980-BDHPY,72,87.1,Two year,No
1498-DQNRX,29,19.85,Month-to-month,No
9469-WEJBT,37,90.35,Month-to-month,No
3331-HQDTW,34,109.8,Month-to-month,Yes
9490-DFPMD,42,84.65,Month-to-month,Yes
2581-VKIRT,59,65.5,One year,No
5442-XSDCW,11,79.5,Month-to-month,Yes
7426-WEIJX,60,80.95,Month-to-month,No
2851-MMUTZ,27,56.15,Month-to-month,No
3049-NDXFL,1,85.8,Month-to-month,Yes
8580-AECUZ,1,79.1,Month-to-month,Yes
3307-TLCUD,17,34.4,Month-to-month,No
6625-FLENO,58,20.75,Two year,No
2967-MXRAV,1,18.8,One year,No
7963-GQRMY,3,44.3,Month-to-month,Yes
8189-HBVRW,53,90.8,Month-to-month,No
4163-KIUHY,35,25.6,Month-to-month,No
1228-FZFRV,50,105.95,Month-to-month,Yes
3500-NSDOA,68,70.8,Two year,No
1171-TYKUR,47,25.4,Month-to-month,No
3761-FLYZI,65,108.8,Month-to-month,No
2058-DCJBE,5,69.75,Month-to-month,Yes
5364-XYIRR,51,94.65,Month-to-month,Yes
4829-AUOAX,46,96.05,Month-to-month,Yes
1219-NNDDO,9,76.85,Month-to-month,No
8388-DMKAE,8,20.25,Two year,No
4403-BWPAY,14,24.8,One year,No
9659-QEQSY,45,115.65,Month-to-month,No
5405-ZMYXQ,8,74.6,Month-to-month,No
5047-LHVLY,1,50.15,Month-to-month,Yes
1442-OKRJE,66,103.15,One year,No
4737-AQCPU,72,72.1,Two year,No
9158-VCTQB,41,113.6,Month-to-month,Yes
2808-CHTDM,23,25.1,Two year,No
6311-UEUME,29,78.9,Month-to-month,Yes
0793-TWELN,4,80.15,Month-to-month,No
3283-WCWXT,6,25.4,Two year,No
1060-ENTOF,67,105.4,One year,No
0999-QXNSA,7,45.75,Month-to-month,No
5451-MHQOF,56,24.45,One year,No
4836-WNFNO,72,25.0,Two year,No
9225-BZLNZ,72,85.25,Two year,No
0354-VXMJC,23,19.6,Two year,No
4422-QVIJA,35,50.15,Month-to-month,No
9365-SRSZE,27,70.55,Month-to-month,No
6839-ITVZJ,26,60.05,Month-to-month,Yes
8332-OSJDW,12,26.4,One year,No
4735-BJKOU,40,20.15,Two year,No
0274-JKUJR,7,58.85,Month-to-month,No
5740-YHGTW,70,97.55,Month-to-month,No
8917-SZTTJ,60,19.65,Two year,No
1696-MZVAU,39,25.25,One year,No
7359-WWYJV,72,114.45,Two year,No
0375-HVGXO,1,34.7,Month-to-month,Yes
4906-ZHGPK,54,70.7,One year,No
8593-WHYHV,3,85.3,Month-to-month,Yes
3795-GWTRD,63,75.55,Two year,No
1298-PHBTI,71,84.8,Two year,No
6223-DHJGV,42,20.65,One year,No
6961-MJKBO,47,20.45,Two year,No
6097-EQISJ,66,102.45,One year,Yes
4423-YLHDV,21,104.4,Month-to-month,Yes
8158-WPEZG,11,35.65,Month-to-month,No
0107-YHINA,1,99.75,Month-to-month,Yes
4918-FYJNT,55,90.45,Month-to-month,No
0727-BNRLG,69,97.65,Two year,No
4854-CIDCF,3,73.85,Month-to-month,No
8640-SDGKB,4,74.4,Month-to-month,Yes
3280-MRDOF,30,69.1,Two year,No
6435-SRWBJ,5,82.75,Month-to-month,No
9964-WBQDJ,71,24.4,Two year,No
6303-KFWSL,29,55.25,One year,No
1702-CCFNJ,52,61.35,Month-to-month,No
8932-CZHRQ,68,76.75,One year,No
0386-CWRGM,46,19.4,Two year,No
5515-RUGKN,8,54.75,Month-to-month,No
0404-AHASP,72,19.7,Two year,No
7279-NMVJC,17,19.9,One year,No
2081-VEYEH,3,107.95,Month-to-month,No
6407-UTSLV,2,83.8,Month-to-month,No
4116-TZAQJ,9,74.25,Month-to-month,Yes
9060-HJJRW,51,56.4,One year,No
2587-YNLES,6,20.1,Two year,No
7398-SKNQZ,3,94.9,Month-to-month,No
5935-FCCNB,17,94.2,Month-to-month,No
1958-RNRKS,30,49.9,Month-to-month,No
5136-RGMZO,31,71.05,Month-to-month,No
8345-MVDYC,45,81.65,Two year,No
8226-BXGES,64,89.45,One year,No
3877-JRJIP,1,59.85,Month-to-month,Yes
8375-DKEBR,1,69.6,Month-to-month,Yes
9705-IOVQQ,61,99.0,One year,No
1015-OWJKI,1,19.05,Month-to-month,No
7511-YMXVQ,9,45.4,Month-to-month,Yes
2040-XBAVJ,72,114.45,Two year,No
7551-JOHTI,1,19.5,Month-to-month,Yes
8887-IPQNC,7,44.25,Month-to-month,No
8646-JCOMS,66,90.55,One year,No
9804-ICWBG,1,69.9,Month-to-month,Yes
1222-KJNZD,40,20.4,Month-to-month,No
0106-GHRQR,16,71.4,Month-to-month,No
5318-IXUZF,2,87.15,Month-to-month,Yes
3768-VHXQO,67,24.85,Two year,No
8952-WCVCD,41,104.45,One year,No
2418-TPEUN,56,19.8,Two year,No
3963-RYFNS,72,116.45,Two year,No
3198-VELRD,3,84.75,Month-to-month,Yes
8540-ZQGEA,54,20.05,Two year,No
1320-REHCS,52,110.75,Month-to-month,No
4137-JOPHL,50,89.7,Two year,No
9436-ZBZCT,14,89.95,Month-to-month,Yes
7801-CEDNV,27,48.7,One year,No
2057-BOYKM,72,96.6,Two year,No
3658-QQJYD,62,74.3,One year,No
1803-BGNBD,12,54.3,Month-to-month,No
0134-XWXCE,44,74.85,One year,No
6950-TWMYB,54,79.95,Two year,No
5848-FHRFC,68,20.05,Two year,No
2243-FNMMI,20,19.4,Month-to-month,No
2511-MORQY,50,54.9,One year,No
5356-KZCKT,58,24.45,Two year,No
9470-XCCEM,35,89.65,Month-to-month,No
6519-CFDBX,2,45.4,Month-to-month,No
3902-MIVLE,63,75.7,Two year,No
0409-WTMPL,58,110.65,One year,No
8763-KIAFH,27,20.55,One year,No
3669-WHAFY,71,115.15,Two year,No
3055-VTCGS,63,58.55,One year,No
3144-KMTWZ,71,93.25,Month-to-month,No
7279-BUYWN,41,113.2,Month-to-month,Yes
7156-MHUGY,13,90.5,Month-to-month,Yes
7198-GLXTC,2,79.0,Month-to-month,Yes
2007-QVGAW,68,19.35,Two year,No
5207-PLSTK,1,48.75,Month-to-month,No
2307-FYNNL,65,109.05,Two year,No
5605-XNWEN,72,25.0,Two year,No
2155-AMQRX,28,54.9,Month-to-month,No
6181-AXXYF,72,24.75,Two year,No
5091-HFAZW,2,91.15,Month-to-month,No
0516-VRYBW,18,20.15,One year,Yes
2519-LBNQL,60,104.35,One year,No
8623-ULFNQ,26,66.05,Month-to-month,No
8380-PEFPE,1,71.65,Month-to-month,Yes
5687-DKDTV,4,20.35,Month-to-month,Yes
1568-LJSZU,68,92.2,Two year,No
7530-HDYDS,38,84.25,Month-to-month,Yes
7789-HKSBS,42,105.2,One year,No
7416-CKTEP,57,19.6,Two year,No
2586-CWXVV,54,30.4,Month-to-month,No
3096-IZETN,12,78.1,Month-to-month,Yes
2348-KCJLT,44,61.5,One year,No
8401-EMUWF,42,69.4,Month-to-month,No
4193-IBKSW,72,24.75,Two year,No
5377-NDTOU,71,91.05,Two year,No
5922-ABDVO,19,89.65,Month-to-month,Yes
2474-LCNUE,23,73.65,Month-to-month,No
0839-QNXME,30,19.4,Two year,No
3506-OVLKD,35,26.2,One year,No
9172-ANCRX,10,98.7,Month-to-month,Yes
6650-VJONK,1,43.85,Month-to-month,No
2178-PMGCJ,22,69.7,Month-to-month,No
7492-TAFJD,7,38.55,Two year,No
2773-MADBQ,36,53.1,Two year,No
6016-LVTJQ,34,20.65,Month-to-month,No
7860-KSUGX,72,64.45,Two year,No
8966-KZXXA,36,25.1,Two year,No
6910-HADCM,1,76.35,Month-to-month,Yes
4816-LXZYW,23,79.15,Month-to-month,Yes
9606-PBKBQ,32,85.0,Month-to-month,Yes
5149-QYTTU,71,95.15,One year,No
2070-XYMFH,23,79.35,Month-to-month,No
2085-BOJKI,17,96.65,One year,No
0817-HSUSE,1,75.5,Month-to-month,No
5442-PPTJY,12,19.7,Two year,No
1927-QEWMY,72,20.5,Two year,No
1663-MHLHE,1,19.2,Month-to-month,No
5663-QBGIS,72,98.35,Two year,No
4450-MDZFX,60,74.35,Month-to-month,No
6701-DHKWQ,61,51.35,Two year,No
7554-AKDQF,6,45.65,Month-to-month,No
3536-IQCTX,32,85.3,Month-to-month,Yes
4911-BANWH,31,86.55,Month-to-month,Yes
8496-EJAUI,19,73.85,Month-to-month,Yes
0794-YVSGE,72,20.3,Two year,No
5423-BHIXO,32,54.2,Month-to-month,No
6908-VVYHM,65,90.65,Month-to-month,No
2959-EEXWB,45,50.9,Month-to-month,No
1839-UMACK,42,25.05,One year,No
3030-YDNRM,8,74.85,Month-to-month,No
7321-KKSDU,32,20.5,Two year,No
3402-XRIUO,22,63.55,Month-to-month,No
3132-TVFDZ,57,44.85,Month-to-month,Yes
8286-AFUYI,1,47.95,Month-to-month,No
8080-DDEMJ,1,45.1,Month-to-month,Yes
8356-WUAOJ,1,45.0,Month-to-month,No
6365-MTGZX,24,96.0,Month-to-month,Yes
1349-WXNGG,1,20.05,Month-to-month,Yes
8058-DMYRU,54,90.05,Month-to-month,No
9350-ZXYJC,4,25.3,Two year,No
6990-YNRIO,65,108.65,Two year,Yes
8958-JPTRR,56,24.3,One year,No
6959-GQEGV,45,75.95,Month-to-month,No
3173-WSSUE,71,19.7,Two year,No
1265-HVPZB,59,66.4,One year,No
4115-UMJFQ,69,35.75,One year,No
7369-TRPFD,19,18.8,One year,No
1098-KFQEC,55,19.4,Two year,No
7190-XHTWJ,38,19.3,One year,No
0621-TWIEM,10,45.55,Month-to-month,Yes
3537-RYBHH,47,67.45,Month-to-month,No
2485-ITVKB,2,35.1,Month-to-month,Yes
3669-OYSJI,1,46.2,Month-to-month,Yes
1612-EOHDH,1,45.15,Month-to-month,Yes
6702-OHFWR,1,43.3,Month-to-month,Yes
5296-BFCYD,46,20.1,Two year,No
4510-PYUSH,38,57.15,Month-to-month,Yes
9359-JANWS,65,58.9,Two year,No
7517-SAWMO,19,73.2,Month-to-month,Yes
4143-HHPMK,52,85.35,Month-to-month,Yes
3279-DYZQM,71,19.45,Two year,No
7054-LGEQW,1,45.95,Month-to-month,Yes
0523-VNGTF,52,50.5,Month-to-month,No
9575-IWCAZ,6,25.1,One year,No
7105-MXJLL,26,60.7,One year,No
7064-FRRSW,48,99.0,One year,No
7940-UQQUG,64,104.4,One year,No
0923-PNFUB,3,83.75,Month-to-month,Yes
3961-SXAXY,1,44.05,Month-to-month,No
7010-BRBUU,72,24.1,Two year,No
3566-HJGPK,1,45.55,Month-to-month,No
3062-ICYZQ,51,93.8,Month-to-month,No
9938-PRCVK,41,19.7,Two year,No
0973-KYVNF,72,70.65,Two year,No
5129-HHMZC,43,86.45,Two year,No
9637-CDTKZ,72,114.1,Two year,No
3946-JEWRQ,47,95.2,One year,No
7873-CVMAW,72,88.55,Two year,No
0463-WZZKO,3,20.75,Month-to-month,No
3494-JCHRQ,1,70.05,Month-to-month,Yes
6474-FVJLC,2,86.0,Month-to-month,Yes
4524-QCSSM,26,44.65,Month-to-month,No
5832-EXGTT,29,60.2,Month-to-month,No
8840-DQLGN,35,100.5,Month-to-month,Yes
2039-JONDJ,27,55.45,One year,No
7217-JYHOQ,24,70.3,Month-to-month,No
6695-FRVEC,67,60.4,Two year,No
4547-LYTDD,16,72.65,Month-to-month,Yes
9894-QMIMJ,23,55.8,One year,No
8069-YQQAJ,14,31.1,Month-to-month,No
6770-XUAGN,1,21.0,Month-to-month,Yes
4193-ORFCL,1,45.1,Month-to-month,Yes
1636-NTNCO,4,50.95,Month-to-month,No
3466-WAESX,16,69.1,Month-to-month,No
9281-PKKZE,46,43.95,Month-to-month,No
3638-VBZTA,68,86.5,Two year,No
7459-IMVYU,38,69.95,Month-to-month,No
7776-QWNFX,30,50.4,Month-to-month,Yes
6689-TCZHQ,5,78.95,Month-to-month,Yes
8563-OYMQY,17,90.95,Month-to-month,No
0754-EEBDC,4,19.9,Two year,No
5777-ZPQNC,12,20.15,One year,No
1951-IEYXM,72,90.6,Two year,No
3318-NMQXL,3,92.0,Month-to-month,No
3143-ILDAL,56,94.45,Month-to-month,Yes
1022-RKXDR,41,24.85,One year,No
2361-FJWNO,40,36.0,One year,No
2272-UOINI,7,78.5,Month-to-month,No
8232-UTFOZ,69,19.95,Two year,No
3750-YHRYO,7,20.65,One year,No
6637-KYRCV,5,30.5,Month-to-month,No
5668-MEISB,72,106.1,Two year,No
0129-QMPDR,44,20.5,One year,No
7188-CBBBA,65,95.5,One year,No
5356-CSVSQ,3,64.6,Month-to-month,No
3221-CJMSG,24,51.1,Month-to-month,No
4720-VSTSI,44,84.8,Month-to-month,Yes
3219-JQRSL,72,89.1,Two year,No
2801-NISEI,24,54.95,Month-to-month,No
3946-MHCZW,1,50.9,Month-to-month,Yes
4623-ZKHLY,22,20.45,Month-to-month,No
6732-VAILE,70,85.95,Two year,No
8201-AAXCB,25,60.35,Month-to-month,No
7696-CFTAT,37,19.8,Two year,No
1845-CSBRZ,22,85.35,Month-to-month,No
2123-VSCOT,59,72.1,Two year,No
6651-AZVTJ,49,99.8,Month-to-month,Yes
4566-GOLUK,47,107.35,Month-to-month,Yes
2484-DGXPZ,31,19.55,Month-to-month,Yes
2018-QKYGT,1,81.05,Month-to-month,No
2792-VPPET,3,20.5,Month-to-month,No
7409-JURKQ,53,111.8,One year,No
3247-MHJKM,1,20.2,Month-to-month,No
1964-SVLEA,20,19.7,One year,No
4587-NUKOX,3,79.1,Month-to-month,Yes
7297-DVYGA,51,19.85,One year,No
2239-CGBUZ,51,60.5,One year,No
0854-UYHZD,13,19.55,Two year,No
7243-LCGGZ,1,20.9,Month-to-month,No
8267-KFGYD,1,21.05,Month-to-month,No
4890-VMUAV,63,71.5,One year,No
9261-WDCAF,3,54.65,Month-to-month,No
3764-MNMOI,46,19.2,Two year,No
7442-YGZFK,1,49.8,Month-to-month,No
0420-BWTPW,8,25.5,Month-to-month,Yes
8229-BUJHX,71,20.5,Two year,No
7449-HVPIV,55,90.4,Month-to-month,No
5504-WSIUR,70,90.25,One year,No
8183-ONMXC,2,80.75,Month-to-month,Yes
8466-PZBLH,67,104.6,Two year,No
9614-RMGHA,65,91.85,Month-to-month,Yes
8735-IJJEG,14,50.2,Month-to-month,No
0564-MUUQK,20,95.5,Month-to-month,No
5054-IEXZT,1,75.35,Month-to-month,Yes
5834-ASPWA,1,75.45,Month-to-month,Yes
0701-RFGFI,49,95.4,Month-to-month,No
0019-EFAEP,72,101.3,Two year,No
5619-PTMIK,46,53.1,Month-to-month,No
3737-XBQDD,24,84.85,Month-to-month,No
5882-CMAZQ,5,34.25,Month-to-month,No
5846-QFDFI,33,88.6,Month-to-month,No
4445-KWOKW,42,60.15,One year,No
3511-APPBJ,23,99.95,One year,No
7967-HYCDE,8,70.7,Month-to-month,No
2430-RRYUW,66,54.8,One year,No
3948-XHGNA,24,49.55,Month-to-month,Yes
3723-BFBGR,24,54.8,Month-to-month,No
0565-IYCGT,69,78.6,One year,Yes
5447-WZAFP,53,100.3,One year,No
5110-CHOPY,60,53.6,Two year,No
5445-UTODQ,7,81.1,Month-to-month,Yes
4425-OWHWB,20,19.35,One year,No
7892-QVYKW,23,85.6,Month-to-month,No
9675-ICXCT,72,80.8,Two year,No
1024-VRZHF,11,74.95,Month-to-month,Yes
4703-MQYKT,21,19.6,Two year,No
9497-QCMMS,1,93.55,Month-to-month,Yes
5692-ICXLW,31,90.7,Month-to-month,No
0602-DDUML,57,69.75,Two year,No
2208-MPXIO,45,20.0,Two year,No
1960-UYCNN,10,95.25,Month-to-month,No
0348-SDKOL,58,102.1,Month-to-month,Yes
3190-FZATL,14,19.95,Month-to-month,No
7336-RLLRH,27,80.85,One year,No
4373-MAVJG,14,90.9,Month-to-month,Yes
8901-HJXTF,12,29.2,Month-to-month,Yes
7710-JSYOA,69,93.3,Two year,No
5419-KLXBN,25,89.15,Month-to-month,Yes
3424-NMNBO,58,108.85,One year,Yes
9885-MFVSU,35,46.35,Two year,No
4514-GFCFI,16,84.75,Month-to-month,Yes
0607-MVMGC,45,78.75,One year,No
3365-SAIGS,17,83.55,Month-to-month,No
9828-AOQLM,1,45.7,Month-to-month,Yes
8022-BECSI,22,19.6,One year,No
8000-REIQB,1,69.95,Month-to-month,Yes
9993-LHIEB,67,67.85,Two year,No
0266-CLZKZ,67,105.65,Two year,No
7615-ESMYF,2,44.6,Month-to-month,Yes
3858-VOBET,23,74.95,Month-to-month,Yes
7020-OZKXZ,9,75.5,Month-to-month,No
3977-QCRSL,5,20.15,Month-to-month,No
0017-DINOC,54,45.2,Two year,No
1447-PJGGA,57,95.25,Two year,Yes
8565-CLBZW,24,89.85,Month-to-month,Yes
9139-WQQDY,49,100.45,One year,Yes
0224-HJAPT,5,47.15,Month-to-month,Yes
8086-OVPWV,2,80.2,Month-to-month,Yes
9430-FRQOC,4,87.1,Month-to-month,Yes
7639-OPLNG,70,79.25,Two year,No
3074-GQWYX,5,75.9,Month-to-month,Yes
1492-QGCLU,53,85.7,Month-to-month,No
6845-RGTYS,47,98.75,Month-to-month,Yes
7328-OWMOM,31,20.1,One year,No
4418-LZMSV,13,61.8,Month-to-month,No
5155-AZQPB,28,49.9,Month-to-month,No
8861-HGGKB,10,86.45,Month-to-month,Yes
1087-GRUYI,38,20.4,Two year,No
7065-YUNRY,1,45.3,Month-to-month,Yes
7694-VLBWQ,67,104.1,One year,Yes
2546-KZAAT,52,75.4,One year,No
0181-RITDD,62,108.15,Two year,No
5989-PGKJB,16,86.25,Month-to-month,No
4795-KTRTH,5,81.0,Month-to-month,Yes
8272-ONJLV,12,95.7,One year,No
1488-PBLJN,72,116.85,Two year,No
0308-GIQJT,71,105.75,One year,No
3778-FOAQW,24,20.15,One year,No
4452-ROHMO,15,19.6,Two year,No
6481-OGDOO,67,90.6,One year,Yes
3090-LETTY,2,60.95,Month-to-month,No
5349-AZPEW,5,25.05,Month-to-month,No
3753-TSEMP,15,88.15,Month-to-month,Yes
8305-VHZBZ,1,20.2,Month-to-month,Yes
9720-JJJOR,41,60.3,One year,No
8100-HZZLJ,43,63.95,Month-to-month,No
8775-ERLNB,1,74.3,Month-to-month,No
8309-IEYJD,1,70.6,Month-to-month,No
9172-JITSM,26,90.8,Month-to-month,Yes
6298-QDFNH,22,79.35,Month-to-month,Yes
7398-HPYZQ,71,90.55,Two year,No
3546-GHEAE,7,19.45,Two year,No
7361-YPXFS,28,64.45,Month-to-month,No
6557-BZXLQ,16,69.65,Month-to-month,No
2550-QHZGP,7,19.5,One year,No
7519-JTWQH,69,110.5,Two year,No
2538-OIMXF,1,24.7,Month-to-month,No
8543-MSDMF,3,77.4,Month-to-month,No
9961-JBNMK,21,96.8,Month-to-month,Yes
1170-SASML,69,85.4,Month-to-month,No
4872-JCVCA,71,47.6,Two year,No
5346-BZCHP,69,19.4,Two year,No
2038-LLMLM,48,103.85,Month-to-month,No
6173-ITPWD,47,83.35,Month-to-month,Yes
9734-UYXQI,2,49.4,Month-to-month,Yes
1216-BGTSP,45,108.45,Month-to-month,No
4138-NAXED,51,81.0,Month-to-month,No
2189-UXTKY,22,79.2,Month-to-month,Yes
0744-BIKKF,72,86.65,Two year,No
7483-IQWIB,37,92.95,Month-to-month,No
5248-KWLAR,71,90.35,Two year,No
4958-GZWIY,7,48.7,Month-to-month,Yes
7996-MHXLW,66,25.15,Two year,No
7833-PKIHD,51,76.4,One year,No
7061-OVMIM,30,19.55,One year,No
5153-RTHKF,34,85.35,Month-to-month,No
1852-QSWCD,64,24.8,Two year,No
4832-VRBMR,65,103.15,One year,No
9079-LWTFD,47,100.75,Month-to-month,No
6356-ELRKD,1,95.6,Month-to-month,Yes
8624-GIOUT,49,59.75,Month-to-month,Yes
3392-EHMNK,67,94.1,Two year,No
5986-WWXDV,39,19.35,One year,No
3061-BCKYI,14,19.9,Month-to-month,No
6179-GJPSO,43,108.15,Month-to-month,Yes
7901-TBKJX,56,101.05,Month-to-month,No
7228-PAQPD,14,59.1,One year,No
3177-LASXD,1,71.35,Month-to-month,Yes
7746-QYVCO,16,55.85,One year,No
5804-HYIEZ,70,106.05,Month-to-month,No
9919-FZDED,72,84.1,Two year,No
5934-TSSAU,23,75.3,Month-to-month,No
3486-KHMLI,21,24.7,Month-to-month,No
4897-QSUYC,1,20.15,Month-to-month,Yes
1084-UQCHV,1,69.75,Month-to-month,Yes
8290-YWKHZ,32,93.2,Month-to-month,Yes
2955-BJZHG,17,80.85,Month-to-month,Yes
3806-DXQOM,4,33.65,Month-to-month,Yes
6784-XYJAE,36,55.8,One year,No
3933-DQPWX,50,39.7,Two year,No
6661-EIPZC,48,29.5,Month-to-month,No
8957-THMOA,50,20.15,Two year,No
2251-PYLPB,72,79.55,Two year,No
5555-RNPGT,10,24.8,Month-to-month,No
1057-FOGLZ,18,19.65,Month-to-month,No
9300-RENDD,1,79.95,Month-to-month,Yes
0761-AETCS,1,19.3,Month-to-month,Yes
8087-LGYHQ,9,94.05,Month-to-month,No
4137-BTIKL,2,90.75,Month-to-month,No
2190-BCXEC,40,78.85,Month-to-month,No
6227-FBDXH,69,99.5,One year,No
2153-MREFK,37,99.2,One year,Yes
2911-WDXMV,18,80.55,Month-to-month,No
7206-PQBBZ,11,70.2,Month-to-month,No
3106-ULWFW,8,85.2,Month-to-month,Yes
0925-VYDLG,3,75.25,Month-to-month,Yes
4547-FZJWE,55,59.45,One year,No
7422-WNBTY,33,93.35,Month-to-month,No
0842-IWYCP,46,44.95,Month-to-month,No
3521-HTQTV,34,26.1,Two year,No
3744-ZBHON,3,20.2,Month-to-month,No
3373-DIUUN,30,21.25,Two year,No
8383-SGHJU,33,59.4,One year,No
7607-QKKTJ,45,95.0,One year,No
7707-PYBBH,40,61.9,Month-to-month,No
8984-HPEMB,71,118.65,Two year,No
4349-GFQHK,1,54.35,Month-to-month,Yes
4139-DETXS,72,64.45,Two year,No
9779-DPNEJ,22,80.15,Month-to-month,No
9805-FILKB,46,20.2,One year,No
5793-YOLJN,55,21.0,Two year,No
0673-IGUQO,1,20.45,Month-to-month,No
4123-FCVCB,12,75.85,One year,No
8819-IMISP,31,80.45,Month-to-month,No
7802-EFKNY,5,24.95,Month-to-month,Yes
8311-UEUAB,67,75.5,Two year,No
5858-EAFCZ,1,44.45,Month-to-month,No
8035-BUYVG,40,42.35,One year,Yes
1163-ONYEY,41,74.55,Month-to-month,No
9787-XVQIU,1,75.3,Month-to-month,Yes
8945-MUQUF,51,94.8,One year,Yes
5656-MJEFC,42,48.15,Two year,No
6082-OQFBA,23,19.65,One year,No
8051-HJRLT,1,70.55,Month-to-month,Yes
8974-OVACP,1,20.15,Month-to-month,No
4010-YLMVT,56,106.6,Month-to-month,No
1379-FRVEB,15,91.0,Month-to-month,No
8612-GXIDD,12,25.4,Two year,No
6288-CHQJB,54,69.95,Two year,No
8160-HOWOX,7,66.85,Month-to-month,No
3023-GFLBR,33,86.15,Month-to-month,Yes
6648-INWPS,16,20.15,Month-to-month,No
4223-BKEOR,21,64.85,One year,No
4079-VTGLK,30,74.85,Two year,No
1763-WQFUK,3,50.5,Month-to-month,No
1391-UBDAR,11,72.9,Month-to-month,No
8894-JVDCV,62,115.05,One year,No
2023-VQFDL,18,19.0,Month-to-month,No
1345-GKDZZ,6,19.55,Month-to-month,No
2014-MKGMH,46,101.1,One year,No
5628-FCGYG,21,84.1,Month-to-month,No
2560-WBWXF,68,24.15,Two year,No
0248-IPDFW,1,50.1,Month-to-month,No
7978-DKUQH,25,74.6,Month-to-month,No
4335-UPJSI,24,19.75,Two year,No
0524-IAVZO,30,85.0,Month-to-month,Yes
2737-YNGYW,2,80.55,Month-to-month,Yes
1784-EZDKJ,51,106.8,One year,No
9297-FVVDH,57,84.5,Two year,No
8007-YYPWD,15,25.05,Two year,No
7101-HRBLJ,72,83.7,Two year,No
5159-YFPKQ,2,75.8,Month-to-month,Yes
6635-CPNUN,28,96.6,Month-to-month,No
4021-RQSNY,29,98.5,Month-to-month,Yes
5453-YBTWV,70,101.1,Two year,No
5039-LZRQT,13,20.2,One year,No
2931-VUVJN,59,94.05,One year,No
9061-TIHDA,13,95.25,Month-to-month,Yes
8699-ASUFO,7,74.4,Month-to-month,Yes
6418-PIQSP,62,81.0,Two year,No
8220-OCUFY,21,60.25,One year,No
3995-WFCSM,2,60.85,Month-to-month,No
1895-QTKDO,1,43.95,Month-to-month,No
2038-OEQZH,4,86.05,Month-to-month,No
1178-PZGAB,19,20.25,One year,No
7927-AUXBZ,30,85.15,Month-to-month,Yes
2626-VEEWG,67,19.4,Two year,No
2878-RMWXY,72,102.65,Two year,No
1657-DYMBM,53,19.9,Two year,No
7311-MQJCH,5,19.55,One year,No
7375-WMVMT,71,95.5,Two year,No
1136-XGEQU,50,84.15,One year,No
2530-FMFXO,56,103.2,Two year,No
6844-DZKRF,2,50.2,Month-to-month,No
4695-WJZUE,2,88.55,Month-to-month,Yes
7619-ODSGN,24,54.75,Month-to-month,Yes
5970-GHJAW,46,19.95,Two year,No
8879-XUAHX,71,116.25,Two year,No
3689-MOZGR,29,31.2,Month-to-month,No
4195-PNGZS,69,24.45,Two year,No
5003-XZWWO,71,84.2,Two year,No
3988-RQIXO,1,91.3,Month-to-month,Yes
7622-FWGEW,56,85.65,Two year,No
6922-NCEDI,56,21.2,One year,No
2514-GINMM,1,79.5,Month-to-month,Yes
9891-NQDBD,28,25.55,One year,No
6131-IUNXN,19,20.2,Month-to-month,No
8548-AWOFC,66,63.85,Month-to-month,No
9798-DRYDS,17,61.95,One year,No
8532-UEFWH,52,25.75,Two year,No
6296-DDOOR,19,58.2,One year,No
7951-VRDVK,36,85.85,One year,No
5931-FLJJF,7,70.1,Month-to-month,Yes
4815-YOSUK,72,104.9,One year,No
2659-VXMWZ,67,111.3,One year,Yes
0380-NEAVX,34,99.85,One year,No
3207-OYBWH,57,95.25,Month-to-month,Yes
4285-GYRQC,7,86.25,Month-to-month,Yes
7216-EWTRS,1,100.8,Month-to-month,Yes
4365-MSDYN,8,19.55,Month-to-month,No
7036-TYDEC,69,104.0,Two year,No
5802-ADBRC,50,104.4,One year,No
8076-FEZKJ,10,19.5,One year,No
5197-YPYBZ,12,25.25,Two year,No
8337-MSSXB,14,86.3,Month-to-month,Yes
4312-GVYNH,70,49.85,Two year,No
8495-LJDFO,64,108.95,Month-to-month,No
0839-JTCUD,66,89.9,Two year,No
5494-WOZRZ,71,82.0,Two year,No
1302-UHBDD,20,89.95,Month-to-month,No
2234-EOFPT,72,79.35,Two year,No
8619-IJNDK,71,64.05,Two year,No
8378-LKJAF,38,101.15,Month-to-month,No
8182-BJDSI,28,89.95,Month-to-month,Yes
2528-HFYZX,17,76.45,Month-to-month,Yes
1153-GNOLC,33,39.1,One year,No
3298-QEICA,23,34.6,Two year,No
0788-DXBFY,58,19.55,One year,No
3597-YASZG,70,104.45,Two year,No
3496-LFSZU,4,70.5,Month-to-month,No
